task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,tracking_mode,on_cloud,gpu_util_pct,gpu_active_mem_mb,gpu_reserved_mem_mb,cpu_util_pct,process_ram_res_mb,system_ram_gb,disk_read_mb
Backward pass #1,2026-03-09T11:40:47,energy-efficiency,69f4fd65-277d-4b5e-8cc3-481b0326686d,1.182370811700821,5.825561382204932e-07,4.92768804849352e-07,360.0,78.53532202126425,10.0,0.0001187511023133993,2.5906687397991846e-05,3.2984230977793536e-06,0.0001479562128091705,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,0,1526.3115234375,4086.0,0.4,4679.87109375,13.359916687011719,0.0
Backward pass #2,2026-03-09T11:40:47,energy-efficiency,69f4fd65-277d-4b5e-8cc3-481b0326686d,0.20018719509243965,1.184896574989011e-07,5.919856690178593e-07,360.0,183.9085721833153,10.0,1.9558320567011837e-05,9.9922302183586e-06,5.43168652802706e-07,3.0093719438173123e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,45,3022.49755859375,5734.0,0.4,4743.05078125,13.41585922241211,0.0
Backward pass #3,2026-03-09T11:40:47,energy-efficiency,69f4fd65-277d-4b5e-8cc3-481b0326686d,0.1940937489271164,1.191862574391405e-07,6.141201718496154e-07,360.0,194.63964882538082,10.0,1.9299373403191552e-05,1.0435286114329756e-05,5.359807051718234e-07,3.027064022269316e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,92,3020.84130859375,5734.0,0.4,4743.53125,13.416213989257812,0.0
Backward pass #4,2026-03-09T11:40:48,energy-efficiency,69f4fd65-277d-4b5e-8cc3-481b0326686d,0.19659733399748802,1.2271957455194008e-07,6.242187968002731e-07,360.0,211.6183984477603,10.0,1.929142326116562e-05,1.1340842405616058e-05,5.357579742040894e-07,3.116802364098577e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,73,3020.84130859375,5734.0,0.4,4745.56640625,13.417289733886719,0.0
Backward pass #5,2026-03-09T11:40:48,energy-efficiency,69f4fd65-277d-4b5e-8cc3-481b0326686d,0.19193260744214058,1.2404323689298833e-07,6.460083454200627e-07,360.0,220.3840386346011,10.0,1.9209907203912726e-05,1.1760842753005818e-05,5.334542753795786e-07,3.150420423229816e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,74,3020.84130859375,5734.0,0.5,4749.2734375,13.41849136352539,0.0
Backward pass #6,2026-03-09T11:40:48,energy-efficiency,69f4fd65-277d-4b5e-8cc3-481b0326686d,0.19139321520924568,1.219804134659427e-07,6.377134288413971e-07,360.0,208.04846693777924,10.0,1.9293636456131944e-05,1.1150842254892268e-05,5.358145675725409e-07,3.0980293278596725e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,74,3020.84130859375,5734.0,0.4,4750.953125,13.419933319091797,0.0
Backward pass #7,2026-03-09T11:40:48,energy-efficiency,69f4fd65-277d-4b5e-8cc3-481b0326686d,0.18921075016260147,1.0084476524770951e-07,5.329463379689129e-07,360.0,101.1869339908992,10.0,1.956830471754075e-05,5.500559950633033e-06,5.434472941690021e-07,2.5612311962342784e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,74,3020.84130859375,5734.0,0.4,4753.6484375,13.421375274658203,0.0
Backward pass #8,2026-03-09T11:40:49,energy-efficiency,69f4fd65-277d-4b5e-8cc3-481b0326686d,0.19109882041811943,1.2341605346623664e-07,6.462970681971833e-07,360.0,209.75051094571137,10.0,1.9463295489549658e-05,1.1341120185193176e-05,5.40498012883796e-07,3.134491368762663e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,93,3020.84130859375,5734.0,0.4,4753.42578125,13.420528411865234,0.0
Backward pass #9,2026-03-09T11:40:49,energy-efficiency,69f4fd65-277d-4b5e-8cc3-481b0326686d,0.19139815494418144,1.2441551401313704e-07,6.500690094817778e-07,360.0,216.69087294172567,10.0,1.9388892501592608e-05,1.1671398212342865e-05,5.384635697636335e-07,3.159875428369917e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,71,3020.84130859375,5734.0,0.5,4753.828125,13.421249389648438,0.0
Backward pass #10,2026-03-09T11:40:49,energy-efficiency,69f4fd65-277d-4b5e-8cc3-481b0326686d,0.1912042796611786,1.2294562941672343e-07,6.431167582019231e-07,360.0,208.83222138870912,10.0,1.9419988989830038e-05,1.1266120111486089e-05,5.393274128437049e-07,3.122543651415985e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,74,3020.84130859375,5734.0,0.5,4754.30859375,13.421489715576172,0.0
