task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,tracking_mode,on_cloud,gpu_util_pct,gpu_active_mem_mb,gpu_reserved_mem_mb,cpu_util_pct,process_ram_res_mb,system_ram_gb,disk_read_mb
Forward pass #1,2026-03-08T16:26:53,energy-efficiency,fe90202c-a52a-4cb6-8444-a1c13c0e7ba6,1.5946603938937187,7.779099540560677e-07,4.87909340141413e-07,360.0,76.39951491977614,10.0,0.00015933188162744043,3.381419372772143e-05,4.425631742924452e-06,0.0001975717070980863,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,19,11407.81884765625,11708.0,0.5,4938.953125,13.546627044677734,0.0078125
Forward pass #2,2026-03-08T16:26:55,energy-efficiency,fe90202c-a52a-4cb6-8444-a1c13c0e7ba6,0.24215605854988098,1.6519940535711564e-07,6.829090459132138e-07,360.0,254.94010860398126,10.0,2.4169037118554126e-05,1.7116680353979064e-05,6.712318605018988e-07,4.195694933303509e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,85,12920.0361328125,13328.0,0.4,5102.02734375,13.683189392089844,0.0078125
Forward pass #3,2026-03-08T16:26:55,energy-efficiency,fe90202c-a52a-4cb6-8444-a1c13c0e7ba6,0.2431042119860649,1.6493913500644886e-07,6.790726540397218e-07,360.0,251.16249924801548,10.0,2.427769377827643e-05,1.693890244780505e-05,6.742502666181988e-07,4.1890846492699714e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,96,12920.5361328125,13544.0,0.4,5124.9140625,13.701560974121094,0.0078125
Forward pass #4,2026-03-08T16:26:56,energy-efficiency,fe90202c-a52a-4cb6-8444-a1c13c0e7ba6,0.24146584048867226,1.4014098398844812e-07,5.809075125228025e-07,360.0,159.56565583196686,10.0,2.4195681512355794e-05,1.0725008564804739e-05,6.719814096060066e-07,3.559267148676656e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,100,12920.5361328125,13986.0,0.4,5080.9453125,13.65835189819336,0.0078125
Forward pass #5,2026-03-08T16:26:57,energy-efficiency,fe90202c-a52a-4cb6-8444-a1c13c0e7ba6,0.24143218994140625,1.419191744065421e-07,5.884361395875503e-07,360.0,168.1845436492819,10.0,2.4110223725438116e-05,1.1264453448234235e-05,6.696148568557371e-07,3.6044292030528065e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,100,12920.5361328125,13986.0,0.5,5088.83203125,13.661476135253906,0.0078125
Forward pass #6,2026-03-08T16:26:58,energy-efficiency,fe90202c-a52a-4cb6-8444-a1c13c0e7ba6,0.2421918660402298,1.6612189438994453e-07,6.865364404361422e-07,360.0,258.3778526620323,10.0,2.4171051755547516e-05,1.7348902758840268e-05,6.712863739166e-07,4.219124088830438e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,96,12920.5361328125,13986.0,0.5,5093.04296875,13.659011840820312,0.0078125
Forward pass #7,2026-03-08T16:26:58,energy-efficiency,fe90202c-a52a-4cb6-8444-a1c13c0e7ba6,0.2421264387667179,1.5893756538808305e-07,6.57031693300349e-07,360.0,230.85203366760837,10.0,2.418515644967556e-05,1.5509734637930706e-05,6.716911267075275e-07,4.0366582214313774e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,95,12920.5361328125,13986.0,0.4,5115.46484375,13.677383422851562,0.0078125
Forward pass #8,2026-03-08T16:26:59,energy-efficiency,fe90202c-a52a-4cb6-8444-a1c13c0e7ba6,0.2446603737771511,1.3918473487748397e-07,5.69132247809784e-07,360.0,157.55664510772326,10.0,2.4122083932161308e-05,1.0557786225717791e-05,6.699354698260629e-07,3.5349805627705175e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,96,12920.5361328125,13986.0,0.5,5167.09765625,13.72146987915039,0.0078125
Forward pass #9,2026-03-08T16:27:00,energy-efficiency,fe90202c-a52a-4cb6-8444-a1c13c0e7ba6,0.2422112599015236,1.4076485622882128e-07,5.815850285570841e-07,360.0,161.65296435681705,10.0,2.4207951873540866e-05,1.0870842032772998e-05,6.723271579378184e-07,3.575112106425166e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,96,12920.5361328125,13986.0,0.5,5170.296875,13.720699310302734,0.0078125
Forward pass #10,2026-03-08T16:27:01,energy-efficiency,fe90202c-a52a-4cb6-8444-a1c13c0e7ba6,0.24220727011561394,1.6353366105926078e-07,6.75822446718794e-07,360.0,247.92744586750393,10.0,2.4196865037083614e-05,1.6665013333749812e-05,6.720092147588723e-07,4.153388758559233e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,96,12920.5361328125,13986.0,0.5,5175.59375,13.722938537597656,0.0078125
