timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-06T19:11:49,energy-efficiency,e9508d8d-b38d-42d6-a9ef-09d19a577ac3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,312.369883723557,0.000194574013613,6.228962001511802e-07,360.0,205.1850843062957,10.0,0.0312319628767669,0.0173179266321028,0.0008675524791392,0.0494174419880089,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N,1.0,0.0
2026-03-06T19:20:56,energy-efficiency,14e76e0e-efa9-4011-a82d-b4703209ee28,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,299.9242653027177,0.0001867644379318,6.22705327771025e-07,360.0,203.44300911818775,10.0,0.0299867800813168,0.0166142402358389,0.0008329643426463,0.047433984659802,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N,1.0,0.0
2026-03-06T19:28:16,energy-efficiency,dc7d406a-c204-4d41-b912-476565f8f40f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,280.04162971675396,0.0001743018812704746,6.224141798016636e-07,360.0,189.4593158733725,10.0,0.027996287669613956,0.015494813784727057,0.0007776729114560619,0.04426877436579707,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N,1.0,0.0
