task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,tracking_mode,on_cloud,gpu_util_pct,gpu_active_mem_mb,gpu_reserved_mem_mb,cpu_util_pct,process_ram_res_mb,system_ram_gb,disk_read_mb
Optimisation step #1,2026-03-09T21:10:55,energy-efficiency,246d7f5a-d218-44c4-8bd7-5cd66c489599,0.10420497506856918,6.131403732995118e-08,5.855596124147817e-07,360.0,162.56512440647916,10.0,1.0525779798626899e-05,4.754448255539501e-06,2.9216430460413295e-07,1.5572392358770534e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,0,3030.9970703125,6948.0,0.4,4859.51171875,13.606365203857422,0.02734375
Optimisation step #2,2026-03-09T21:10:56,energy-efficiency,246d7f5a-d218-44c4-8bd7-5cd66c489599,0.06945168226957321,4.68885575728994e-08,6.701651524946827e-07,360.0,271.3343413324141,10.0,6.684195995330812e-06,5.03889292247095e-06,1.8555464016066655e-07,1.1908643557962426e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,99,3029.49755859375,8344.0,0.5,4864.484375,13.609474182128906,0.02734375
Optimisation step #3,2026-03-09T21:10:56,energy-efficiency,246d7f5a-d218-44c4-8bd7-5cd66c489599,0.0660727359354496,2.6965659404437783e-08,4.0680526306397565e-07,360.0,0.0,10.0,6.66368566453457e-06,0.0,1.849879303740131e-07,6.84867359490858e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,85,3028.18505859375,8492.0,0.5,4867.23046875,13.610054016113281,0.02734375
Optimisation step #4,2026-03-09T21:10:57,energy-efficiency,246d7f5a-d218-44c4-8bd7-5cd66c489599,0.06837069988250732,4.7354006234669324e-08,6.901750100354257e-07,360.0,277.5541158807517,10.0,6.6856931895017586e-06,5.155559676950361e-06,1.856042279137506e-07,1.2026857094365868e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,100,3028.18505859375,8492.0,0.5,4867.7421875,13.608951568603516,0.02734375
Optimisation step #5,2026-03-09T21:10:57,energy-efficiency,246d7f5a-d218-44c4-8bd7-5cd66c489599,0.06622803583741188,4.8223135022511496e-08,7.224806502235507e-07,360.0,268.8895482277059,10.0,6.900739297270773e-06,5.1552819115840975e-06,1.91575133552154e-07,1.2247596342407021e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,99,3028.18505859375,8492.0,0.4,4879.40625,13.619041442871094,0.02734375
Optimisation step #6,2026-03-09T21:10:57,energy-efficiency,246d7f5a-d218-44c4-8bd7-5cd66c489599,0.06617474183440208,2.7058478364181065e-08,4.0602844191971716e-07,360.0,0.0,10.0,6.686622276902197e-06,0.0,1.856252551078796e-07,6.872247532010078e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,82,3028.18505859375,8492.0,0.5,4883.6171875,13.620357513427734,0.02734375
Optimisation step #7,2026-03-09T21:10:58,energy-efficiency,246d7f5a-d218-44c4-8bd7-5cd66c489599,0.06654690206050873,2.697912749189009e-08,4.0256271624806496e-07,360.0,0.0,10.0,6.667010858654974e-06,0.0,1.8508332884973944e-07,6.852094187504714e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,99,3028.18505859375,8492.0,0.5,4895.2578125,13.629730224609375,0.02734375
Optimisation step #8,2026-03-09T21:10:58,energy-efficiency,246d7f5a-d218-44c4-8bd7-5cd66c489599,0.06654954701662064,4.689735937098723e-08,6.994618317561301e-07,360.0,267.4520312020619,10.0,6.7260947078466436e-06,4.998059566219126e-06,1.867247434953848e-07,1.1910879017561159e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,99,3028.18505859375,8492.0,0.5,4906.98828125,13.639957427978516,0.02734375
Optimisation step #9,2026-03-09T21:10:59,energy-efficiency,246d7f5a-d218-44c4-8bd7-5cd66c489599,0.06677676364779472,4.050478280701483e-08,6.044384466924769e-07,360.0,180.28560635228968,10.0,6.729652732610702e-06,3.3708360263062787e-06,1.8681897264387872e-07,1.028730773156086e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,81,3028.18505859375,8492.0,0.5,4918.58984375,13.64932632446289,0.02734375
Optimisation step #10,2026-03-09T21:10:59,energy-efficiency,246d7f5a-d218-44c4-8bd7-5cd66c489599,0.06613179296255112,2.7189171392423143e-08,4.0791568766776164e-07,360.0,0.0,10.0,6.718916818499563e-06,0.0,1.8652381582392602e-07,6.905440634323492e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,99,3028.18505859375,8492.0,0.5,4930.1015625,13.660652160644531,0.02734375
