task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,tracking_mode,on_cloud,gpu_util_pct,gpu_active_mem_mb,gpu_reserved_mem_mb,cpu_util_pct,process_ram_res_mb,system_ram_gb,disk_read_mb
Step #2,2026-03-07T10:57:29,energy-efficiency,b5278964-b715-4cc0-8ae9-7c697c8f3a2d,0.46032795682549477,2.794297107995286e-07,6.063643699873084e-07,360.0,184.06704253170847,10.0,4.611070230603218e-05,2.357751885995185e-05,1.2806675707300505e-06,7.096888873671408e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,99,3020.30908203125,8344.0,0.4,4830.28125,13.345245361328125,0.0703125
Step #4,2026-03-07T10:57:30,energy-efficiency,b5278964-b715-4cc0-8ae9-7c697c8f3a2d,0.4619685932993889,3.0116600329786824e-07,6.520579721474612e-07,360.0,228.3690061076993,10.0,4.601819440722466e-05,2.9193078916023296e-05,1.2781469254857964e-06,7.648942024873377e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,99,3018.99658203125,8492.0,0.5,4837.0390625,13.346752166748047,0.0703125
Step #6,2026-03-07T10:57:31,energy-efficiency,b5278964-b715-4cc0-8ae9-7c697c8f3a2d,0.45970629528164864,2.9780444748583477e-07,6.476683779700082e-07,360.0,218.9164157793933,10.0,4.6235066652297986e-05,2.8116411371570393e-05,1.2841823303865058e-06,7.56356603542549e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,100,3018.99658203125,8492.0,0.5,4863.80078125,13.370784759521484,0.0703125
Step #8,2026-03-07T10:57:32,energy-efficiency,b5278964-b715-4cc0-8ae9-7c697c8f3a2d,0.4601290300488472,2.9498508518983473e-07,6.409023411427192e-07,360.0,215.46923359194494,10.0,4.606701172888279e-05,2.757307761669381e-05,1.2795161248909108e-06,7.49196054704675e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,99,3018.99658203125,8492.0,0.5,4870.0546875,13.372295379638672,0.0703125
Step #10,2026-03-07T10:57:33,energy-efficiency,b5278964-b715-4cc0-8ae9-7c697c8f3a2d,0.46142660081386566,2.694988998466637e-07,5.838725019720803e-07,360.0,163.74841784917734,10.0,4.616525694727897e-05,2.0999183462322435e-05,1.2822447448141044e-06,6.844668515441552e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,97,3018.99658203125,8492.0,0.5,4884.9609375,13.38308334350586,0.0703125
Step #12,2026-03-07T10:57:34,energy-efficiency,b5278964-b715-4cc0-8ae9-7c697c8f3a2d,0.4612342230975628,2.694845909902621e-07,5.84076287770667e-07,360.0,164.0550384559059,10.0,4.613630883395673e-05,2.102529458625213e-05,1.2814476051264331e-06,6.844305102533528e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,99,3018.99658203125,8492.0,0.5,4886.25390625,13.38137435913086,0.0703125
Step #14,2026-03-07T10:57:35,energy-efficiency,b5278964-b715-4cc0-8ae9-7c697c8f3a2d,0.461018331348896,2.730617056466915e-07,5.922660844623212e-07,360.0,171.21470079642043,10.0,4.6130272373557106e-05,2.194001754673991e-05,1.2812681185702485e-06,6.935155803886733e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,99,3018.99658203125,8492.0,0.5,4891.21875,13.38327407836914,0.0703125
Step #16,2026-03-07T10:57:36,energy-efficiency,b5278964-b715-4cc0-8ae9-7c697c8f3a2d,0.46145138517022133,2.9483659329479646e-07,6.387507735773883e-07,360.0,211.04902691643812,10.0,4.6394101902842504e-05,2.719918842331026e-05,1.2886015284392572e-06,7.488189185459208e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,100,3018.99658203125,8492.0,0.5,4895.50390625,13.383258819580078,0.0703125
Step #18,2026-03-07T10:57:36,energy-efficiency,b5278964-b715-4cc0-8ae9-7c697c8f3a2d,0.4615533575415611,2.9014547592077086e-07,6.282635423741086e-07,360.0,204.16223731502507,10.0,4.620354548096658e-05,2.6203632074839334e-05,1.283275542987718e-06,7.369045309879368e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,99,3018.99658203125,8492.0,0.5,4910.48046875,13.39474868774414,0.0703125
Step #20,2026-03-07T10:57:37,energy-efficiency,b5278964-b715-4cc0-8ae9-7c697c8f3a2d,0.4641333185136318,2.901784058294584e-07,6.251871704032625e-07,360.0,203.9859924352398,10.0,4.622300155460835e-05,2.619196540365465e-05,1.2838495998746813e-06,7.369881655813759e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,4,machine,N,97,3018.99658203125,8492.0,0.5,4916.82421875,13.39688491821289,0.0703125
